set_num,theme,name,year,pieces,minifigs,rrp_price,current_value
21172-1,Minecraft,The Ruined Portal,2021,316.0,25.0,29.99,
21174-1,Minecraft,The Modern Treehouse,2021,909.0,10.0,119.99,
21226-1,Art,Art Project - Create Together,2021,4138.0,0.0,119.99,
21327-1,Ideas,Typewriter,2021,2079.0,0.0,249.99,
21329-1,Ideas,Fender Stratocaster,2021,1074.0,0.0,119.99,
30387-1,Despicable Me,Bob Minion with Robot Arms,2021,75.0,15.0,4.99,
30565-1,Creator,Birthday Clown,2021,59.0,0.0,4.99,
30577-1,Creator,Super Muscle Car,2021,63.0,0.0,4.99,
30579-1,Creator,Easter Chick Egg,2021,52.0,0.0,4.99,
31112-1,Creator,Wild Lion,2021,224.0,0.0,14.99,
31113-1,Creator,Race Car Transporter,2021,328.0,0.0,19.99,
31114-1,Creator,Superbike,2021,236.0,0.0,19.99,
31115-1,Creator,Space Mining Mech,2021,327.0,0.0,24.99,
31121-1,Creator,Crocodile,2021,454.0,0.0,29.99,
31122-1,Creator,Fish Tank,2021,352.0,0.0,29.99,
31201-1,Art,Harry Potter Hogwarts Crests,2021,4249.0,0.0,119.99,
31202-1,Art,Disney's Mickey Mouse,2021,2658.0,0.0,119.99,
31203-1,Art,World Map,2021,11695.0,0.0,249.99,
40420-1,BrickHeadz,"Gru, Stuart and Otto",2021,244.0,0.0,19.99,
40421-1,BrickHeadz,"Belle Bottom, Kevin and Bob",2021,309.0,0.0,19.99,
40440-1,BrickHeadz,German Shepherds,2021,247.0,0.0,14.99,
40441-1,BrickHeadz,Shorthair Cats,2021,250.0,0.0,14.99,
40442-1,BrickHeadz,Goldfish,2021,186.0,0.0,14.99,
40443-1,BrickHeadz,Budgies,2021,261.0,0.0,14.99,
40451-1,Star Wars,Tatooine Homestead,2021,217.0,0.0,16.99,
40456-1,Brick Sketches,Mickey Mouse,2021,118.0,0.0,16.99,
40457-1,Brick Sketches,Minnie Mouse,2021,140.0,0.0,16.99,
40460-1,Botanicals,Roses,2021,120.0,0.0,14.99,
40461-1,Creator,Tulips,2021,111.0,0.0,9.99,
40462-1,Seasonal,Valentine's Brown Bear,2021,245.0,0.0,14.99,
40463-1,Seasonal,Easter Bunny,2021,293.0,0.0,14.99,
40464-1,Xtra,Chinatown,2021,35.0,0.0,3.99,
40465-1,Xtra,Food,2021,36.0,0.0,3.99,
40466-1,BrickHeadz,Chinese New Year Pandas,2021,249.0,0.0,19.99,
40468-1,Creator,Yellow Taxi,2021,124.0,0.0,9.99,
40469-1,Creator,Tuk Tuk,2021,155.0,0.0,9.99,
40472-1,Monkie Kid,Monkie Kid's RC Race,2021,57.0,13.0,12.99,
40473-1,Promotional,LEGOLAND Water Park,2021,360.0,25.0,39.99,
40476-1,BrickHeadz,Daisy Duck,2021,110.0,0.0,9.99,
40477-1,BrickHeadz,"Scrooge McDuck, Huey, Dewey & Louie",2021,340.0,0.0,24.99,
40479-1,BrickHeadz,Dalmatians,2021,252.0,0.0,14.99,
40480-1,BrickHeadz,Ginger Tabby,2021,269.0,0.0,14.99,
40481-1,BrickHeadz,Cockatiel,2021,219.0,0.0,14.99,
40482-1,BrickHeadz,Hamster,2021,243.0,0.0,14.99,
40490-1,BrickHeadz,NINJAGO 10,2021,406.0,0.0,29.99,
40492-1,BrickHeadz,La Catrina,2021,141.0,0.0,9.99,
40493-1,Seasonal,Spider & Haunted House Pack,2021,132.0,0.0,9.99,
40494-1,Seasonal,Polar Bear & Gift Pack,2021,142.0,0.0,9.99,
40495-1,BrickHeadz,"Harry, Hermione, Ron & Hagrid",2021,466.0,0.0,24.99,
40496-1,BrickHeadz,"Voldemort, Nagini & Bellatrix",2021,344.0,0.0,24.99,
40497-1,Seasonal,Halloween Owl,2021,228.0,0.0,14.99,
40498-1,Seasonal,Christmas Penguin,2021,244.0,0.0,14.99,
40511-1,Despicable Me,Minions Kung Fu Training,2021,54.0,4.0,14.99,
40516-1,Icons,Everyone Is Awesome,2021,346.0,11.0,34.99,
41909-1,Dots,Mermaid Vibes Bracelets,2021,34.0,0.0,5.99,
41910-1,Dots,Ice Cream Besties Bracelets,2021,34.0,0.0,5.99,
41918-1,Dots,Adventure Bracelets,2021,34.0,0.0,5.99,
41921-1,Dots,Extra DOTS - Series 3,2021,107.0,0.0,3.99,
41922-1,Dots,Cool Cactus Bracelet,2021,33.0,0.0,4.99,
41923-1,Dots,Monster Bracelets,2021,34.0,0.0,5.99,
41924-1,Dots,Secret Holder,2021,451.0,0.0,19.99,
41925-1,Dots,Secret Boxes,2021,273.0,0.0,14.99,
41926-1,Dots,Creative Party Kit,2021,622.0,0.0,24.99,
41927-1,Dots,Bag Tag Dog,2021,84.0,0.0,6.99,
41928-1,Dots,Bag Tag Narwhal,2021,85.0,0.0,6.99,
41929-1,Dots,Bag Tag Leopard,2021,84.0,0.0,6.99,
41930-1,Dots,Bag Tag Panda,2021,84.0,0.0,6.99,
41931-1,Dots,Extra DOTS - Series 4,2021,105.0,0.0,3.99,
41932-1,Dots,Extra DOTS - Series 5,2021,120.0,0.0,3.99,
41933-1,Dots,Music Bracelet,2021,33.0,0.0,4.99,
41934-1,Dots,Starlight Bracelets,2021,34.0,0.0,5.99,
41935-1,Dots,Lots of DOTS,2021,1040.0,0.0,19.99,
41936-1,Dots,Pencil Holder,2021,321.0,0.0,19.99,
41937-1,Dots,Multi Pack - Summer Vibes,2021,441.0,0.0,29.99,
41938-1,Dots,Creative Designer Box,2021,849.0,0.0,39.99,
41939-1,Dots,Bag Tag Dragon,2021,82.0,0.0,6.99,
41940-1,Dots,Bag Tag Unicorn,2021,80.0,0.0,6.99,
42116-1,Technic,Skid Steer Loader,2021,140.0,0.0,9.99,
42117-1,Technic,Race Plane,2021,145.0,0.0,9.99,
42118-1,Technic,Monster Jam Grave Digger,2021,212.0,0.0,19.99,
42119-1,Technic,Monster Jam Max-D,2021,230.0,0.0,19.99,
42120-1,Technic,Rescue Hovercraft,2021,457.0,0.0,29.99,
42121-1,Technic,Heavy Duty Excavator,2021,569.0,0.0,39.99,
42122-1,Technic,Jeep Wrangler,2021,665.0,0.0,49.99,
42123-1,Technic,McLaren Senna GTR,2021,830.0,0.0,49.99,
42124-1,Technic,Off-Road Buggy,2021,374.0,0.0,129.99,
42125-1,Technic,Ferrari 488 GTE 'AF Corse #51',2021,1677.0,0.0,199.99,
42126-1,Technic,Ford F-150 Raptor,2021,1379.0,0.0,99.99,
42128-1,Technic,Heavy-Duty Tow Truck,2021,2017.0,0.0,159.99,
42129-1,Technic,4x4 Mercedes-Benz Zetros Trial Truck,2021,2110.0,0.0,329.99,
42131-1,Technic,Cat D11 Bulldozer,2021,3854.0,0.0,499.99,
43101-0,Vidiyo,Bandmates Series 1 {Random box},2021,0.0,0.0,4.99,
43101-1,Vidiyo,Ice Cream Saxophonist,2021,9.0,15.0,4.99,
43101-2,Vidiyo,Samurapper,2021,11.0,6.0,4.99,
43101-3,Vidiyo,Shark Singer,2021,9.0,2.0,4.99,
43101-4,Vidiyo,DJ Cheetah,2021,10.0,7.0,4.99,
43101-5,Vidiyo,Genie Dancer,2021,10.0,13.0,4.99,
43101-6,Vidiyo,Discowboy,2021,10.0,12.0,4.99,
43101-7,Vidiyo,Red Panda Dancer,2021,10.0,17.0,4.99,
43101-8,Vidiyo,Banshee Singer,2021,11.0,9.0,4.99,
43101-9,Vidiyo,Alien Keytarist,2021,10.0,8.0,4.99,
43101-10,Vidiyo,Cotton Candy Cheerleader,2021,11.0,11.0,4.99,
43101-11,Vidiyo,Bunny Dancer,2021,9.0,10.0,4.99,
43101-12,Vidiyo,Werewolf Drummer,2021,11.0,18.0,4.99,
43101-14,Vidiyo,Bandmates Series 1 - Sealed Box,2021,0.0,0.0,4.99,
43102-1,Vidiyo,Candy Mermaid BeatBox,2021,71.0,1.0,19.99,
43103-1,Vidiyo,Punk Pirate BeatBox,2021,73.0,16.0,19.99,
43104-1,Vidiyo,Alien DJ BeatBox,2021,73.0,3.0,19.99,
43105-1,Vidiyo,Party Llama BeatBox,2021,82.0,4.0,19.99,
43106-1,Vidiyo,Unicorn DJ BeatBox,2021,84.0,5.0,19.99,
43107-1,Vidiyo,HipHop Robot BeatBox,2021,73.0,14.0,19.99,
43108-0,Vidiyo,Bandmates Series 2 {Random box},2021,0.0,0.0,4.99,
43108-1,Vidiyo,Alien Dancer,2021,12.0,35.0,4.99,
43108-2,Vidiyo,Discowgirl Guitarist,2021,13.0,39.0,4.99,
43108-3,Vidiyo,DJ Rasp-Beary,2021,10.0,43.0,4.99,
43108-4,Vidiyo,Dragon Guitarist,2021,13.0,46.0,4.99,
43108-5,Vidiyo,Karaoke Mermaid,2021,12.0,40.0,4.99,
43108-6,Vidiyo,DJ Captain,2021,11.0,37.0,4.99,
43108-7,Vidiyo,Puppy Singer,2021,11.0,36.0,4.99,
43108-8,Vidiyo,DJ Beatbox,2021,10.0,42.0,4.99,
43108-9,Vidiyo,Slime Singer,2021,12.0,44.0,4.99,
43108-10,Vidiyo,Carnival Dancer,2021,12.0,41.0,4.99,
43108-11,Vidiyo,Vampire Bassist,2021,12.0,45.0,4.99,
43108-12,Vidiyo,Zombie Dancer,2021,12.0,38.0,4.99,
43108-14,Vidiyo,Bandmates Series 2 - Sealed Box,2021,0.0,0.0,4.99,
43109-1,Vidiyo,Metal Dragon BeatBox,2021,86.0,19.0,19.99,
43110-1,Vidiyo,Folk Fairy BeatBox,2021,89.0,20.0,19.99,
43111-1,Vidiyo,Candy Castle Stage,2021,344.0,21.0,29.99,
43112-1,Vidiyo,Robo HipHop Car,2021,387.0,23.0,29.99,
43113-1,Vidiyo,K-Pawp Concert,2021,514.0,25.0,49.99,
43114-1,Vidiyo,Punk Pirate Ship,2021,615.0,28.0,59.99,
43115-1,Vidiyo,The Boombox,2021,996.0,31.0,99.99,
43186-1,Disney,Bruni the Salamander Buildable Character,2021,96.0,0.0,12.99,
43196-1,Disney,Belle and the Beast's Castle,2021,505.0,9.0,89.99,
45400-1,Education,BricQ Motion Prime,2021,562.0,0.0,159.95,
45401-1,Education,BricQ Motion Essential,2021,523.0,0.0,159.95,
45609-1,Education,Small Hub,2021,2.0,0.0,244.95,
45612-1,Education,Small Hub Battery,2021,1.0,0.0,79.95,
45681-1,Education,Spike Prime Expansion Set (v2),2021,604.0,0.0,156.95,
60278-1,City,Crook's Hideout Raid,2021,654.0,0.0,99.99,
60292-1,City,Town Centre,2021,790.0,10.0,99.99,
60304-1,City,Road Plates,2021,112.0,0.0,19.99,
66678-1,Collectable Minifigures,LEGO Minifigures - Marvel Studios Series {Box of 6 random bags},2021,0.0,0.0,29.94,
71029-0,Collectable Minifigures,LEGO Minifigures - Series 21 {Random bag},2021,0.0,0.0,4.99,
71029-14,Collectable Minifigures,LEGO Minifigures - Series 21 - Sealed Box,2021,0.0,0.0,4.99,
71030-0,Collectable Minifigures,LEGO Minifigures - Looney Tunes Series {Random bag},2021,0.0,0.0,4.99,
71030-1,Collectable Minifigures,Lola Bunny,2021,5.0,1.0,4.99,
71030-2,Collectable Minifigures,Bugs Bunny,2021,6.0,2.0,4.99,
71030-3,Collectable Minifigures,Wile E. Coyote,2021,9.0,3.0,4.99,
71030-4,Collectable Minifigures,Road Runner,2021,9.0,4.0,4.99,
71030-5,Collectable Minifigures,Tweety Bird,2021,10.0,5.0,4.99,
71030-6,Collectable Minifigures,Sylvester the Cat,2021,6.0,6.0,4.99,
71030-7,Collectable Minifigures,Daffy Duck,2021,7.0,7.0,4.99,
71030-8,Collectable Minifigures,Speedy Gonzales,2021,8.0,8.0,4.99,
71030-9,Collectable Minifigures,Tasmanian Devil,2021,9.0,9.0,4.99,
71030-10,Collectable Minifigures,Marvin the Martian,2021,7.0,10.0,4.99,
71030-11,Collectable Minifigures,Petunia Pig,2021,7.0,11.0,4.99,
71030-12,Collectable Minifigures,Porky Pig,2021,8.0,12.0,4.99,
71030-14,Collectable Minifigures,LEGO Minifigures - Looney Tunes Series - Sealed Box,2021,0.0,0.0,4.99,
71031-0,Collectable Minifigures,LEGO Minifigures - Marvel Studios Series {Random bag},2021,0.0,0.0,4.99,
71031-1,Collectable Minifigures,The Scarlet Witch,2021,8.0,1.0,4.99,
71031-2,Collectable Minifigures,The Vision,2021,8.0,2.0,4.99,
71031-3,Collectable Minifigures,Monica Rambeau,2021,10.0,3.0,4.99,
71031-4,Collectable Minifigures,Winter Soldier,2021,8.0,4.0,4.99,
71031-5,Collectable Minifigures,Captain America,2021,10.0,5.0,4.99,
71031-6,Collectable Minifigures,Loki,2021,7.0,6.0,4.99,
71031-7,Collectable Minifigures,Sylvie,2021,7.0,7.0,4.99,
71031-8,Collectable Minifigures,Zombie Hunter Spidey,2021,9.0,8.0,4.99,
71031-9,Collectable Minifigures,Zombie Captain America,2021,6.0,9.0,4.99,
71031-10,Collectable Minifigures,Captain Carter,2021,8.0,10.0,4.99,
71031-11,Collectable Minifigures,T'Challa Star-Lord,2021,9.0,11.0,4.99,
71031-12,Collectable Minifigures,Gamora with Blade of Thanos,2021,8.0,12.0,4.99,
71380-1,Super Mario,Master Your Adventure,2021,366.0,22.0,59.99,
71382-1,Super Mario,Piranha Plant Puzzling Challenge,2021,267.0,44.0,29.99,
71383-1,Super Mario,Wiggler's Poison Swamp,2021,374.0,43.0,39.99,
71384-1,Super Mario,Penguin Mario Power-Up Pack,2021,18.0,0.0,9.99,
71385-1,Super Mario,Tanooki Mario Power-Up Pack,2021,13.0,0.0,9.99,
71386-0,Super Mario,Character Pack Series 2 {Random bag},2021,0.0,0.0,4.99,
71386-3,Super Mario,Ninji,2021,23.0,49.0,4.99,
71386-5,Super Mario,Parachute Goomba,2021,24.0,48.0,4.99,
71386-9,Super Mario,Fly Guy,2021,32.0,47.0,4.99,
71389-1,Super Mario,Lakitu Sky World,2021,484.0,16.0,39.99,
71392-1,Super Mario,Frog Mario Power-Up Pack,2021,11.0,0.0,9.99,
71393-1,Super Mario,Bee Mario Power-Up Pack,2021,13.0,0.0,9.99,
71394-0,Super Mario,Character Pack Series 3 {Random bag},2021,0.0,0.0,4.99,
71394-11,Super Mario,Character Pack Series 3 - Complete,2021,230.0,10.0,4.99,
71395-1,Super Mario,Super Mario 64 Question Mark Block,2021,2064.0,0.0,199.99,
71741-1,Ninjago,NINJAGO City Gardens,2021,5685.0,22.0,349.99,
71756-1,Ninjago,Hydro Bounty,2021,1159.0,10.0,139.99,
75304-1,Star Wars,Darth Vader Helmet,2021,834.0,0.0,79.99,
75305-1,Star Wars,Scout Trooper Helmet,2021,471.0,0.0,49.99,
75306-1,Star Wars,Imperial Probe Droid,2021,683.0,0.0,59.99,
75313-1,Star Wars,AT-AT,2021,6785.0,9.0,849.99,
10271-1,Creator Expert,Fiat 500,2020,960.0,0.0,89.99,
10272-1,Creator Expert,Old Trafford - Manchester United,2020,3898.0,0.0,299.99,
10273-1,Icons,Haunted House,2020,3231.0,10.0,299.99,
10274-1,Icons,Ghostbusters ECTO-1,2020,2352.0,0.0,239.99,
10276-1,Icons,Colosseum,2020,9036.0,0.0,549.99,
10909-1,Duplo,Heart Box,2020,80.0,0.0,19.99,
10917-1,Duplo,Fire Truck,2020,6.0,0.0,6.99,
10918-1,Duplo,Tow Truck,2020,7.0,0.0,6.99,
10922-1,Duplo,Ariel's Undersea Castle,2020,35.0,2.0,29.99,
10924-1,Duplo,Lightning McQueen's Race Day,2020,42.0,21.0,29.99,
10934-1,Duplo,Creative Animals,2020,175.0,0.0,59.99,
11006-1,Classic,Creative Blue Bricks,2020,52.0,0.0,4.99,
11007-1,Classic,Creative Green Bricks,2020,60.0,0.0,4.99,
11008-1,Classic,Bricks and Houses,2020,270.0,0.0,19.99,
11009-1,Classic,Bricks and Lights,2020,441.0,0.0,29.99,
11010-1,Classic,White Baseplate,2020,1.0,0.0,7.99,
11011-1,Classic,Bricks and Animals,2020,1500.0,0.0,59.99,
11717-1,Classic,Bricks Bricks Plates,2020,1504.0,0.0,69.99,
21051-1,Architecture,Tokyo,2020,547.0,0.0,59.99,
21052-1,Architecture,Dubai,2020,740.0,0.0,59.99,
21054-1,Architecture,The White House,2020,1483.0,0.0,99.99,
21156-1,Minecraft,BigFig Creeper and Ocelot,2020,184.0,0.0,14.99,
21157-1,Minecraft,BigFig Pig with Baby Zombie,2020,159.0,0.0,14.99,
21158-1,Minecraft,The Panda Nursery,2020,204.0,17.0,19.99,
21161-1,Minecraft,The Crafting Box 3.0,2020,564.0,10.0,69.99,
21162-1,Minecraft,The Taiga Adventure,2020,74.0,11.0,9.99,
21321-1,Ideas,International Space Station,2020,864.0,0.0,69.99,
21322-1,Ideas,Pirates of Barracuda Bay,2020,2545.0,10.0,199.99,
21323-1,Ideas,Grand Piano,2020,3662.0,0.0,399.99,
30329-1,Duplo,My First Giraffe,2020,5.0,0.0,4.99,
30330-1,Duplo,Birthday Cake,2020,9.0,0.0,4.99,
30342-1,Speed Champions,Lamborghini Huracán Super Trofeo EVO,2020,70.0,0.0,4.99,
30386-1,Star Wars,Poe Dameron's X-wing Fighter,2020,72.0,0.0,4.99,
30411-1,Friends,Chocolate Box & Flower,2020,75.0,0.0,4.99,
30464-1,Hidden Side,El Fuego's Stunt Cannon,2020,46.0,42.0,4.99,
30536-1,Ninjago,Combo Charger,2020,71.0,0.0,4.99,
30548-1,Miscellaneous,Build Your Own Birds - Make It Yours,2020,26.0,0.0,4.99,
30549-1,Miscellaneous,Build Your Own Vehicles - Make It Yours,2020,59.0,0.0,4.99,
30550-1,Creator,Easter Bunny,2020,67.0,0.0,4.99,
30555-1,Trolls World Tour,Poppy's Carriage,2020,51.0,5.0,4.99,
30556-1,Dots,Mini Frame,2020,85.0,0.0,4.99,
30574-1,Creator,Cat,2020,55.0,0.0,4.99,
30575-1,Creator,Train,2020,59.0,0.0,4.99,
30576-1,Creator,Holiday Tree,2020,70.0,0.0,4.99,
31099-1,Creator,Propeller Plane,2020,128.0,0.0,9.99,
31100-1,Creator,Sports Car,2020,134.0,0.0,9.99,
31101-1,Creator,Monster Truck,2020,163.0,0.0,14.99,
31102-1,Creator,Fire Dragon,2020,234.0,0.0,19.99,
31103-1,Creator,Rocket Truck,2020,198.0,0.0,19.99,
31109-1,Creator,Pirate Ship,2020,1264.0,47.0,119.99,
31197-1,Art,Andy Warhol's Marilyn Monroe,2020,3341.0,0.0,119.99,
31198-1,Art,The Beatles,2020,2933.0,0.0,119.99,
31199-1,Art,Marvel Studios Iron Man,2020,3167.0,0.0,119.99,
31200-1,Art,Star Wars The Sith,2020,3406.0,0.0,119.99,
40371-1,Seasonal,Easter Egg,2020,239.0,0.0,12.99,
40375-1,Xtra,Sports Accessories,2020,36.0,0.0,3.99,
40376-1,Xtra,Botanical Accessories,2020,32.0,0.0,3.99,
40377-1,BrickHeadz,Donald Duck,2020,90.0,0.0,9.99,
40378-1,BrickHeadz,Goofy & Pluto,2020,214.0,0.0,14.99,
40379-1,BrickHeadz,Valentine's Bear,2020,150.0,0.0,9.99,
40380-1,BrickHeadz,Easter Sheep,2020,192.0,0.0,9.99,
40381-1,BrickHeadz,Monkey King,2020,175.0,0.0,9.99,
40383-1,BrickHeadz,Wedding Bride,2020,306.0,0.0,12.99,
40384-1,BrickHeadz,Wedding Groom,2020,255.0,0.0,12.99,
40385-1,Miscellaneous,Trophy,2020,200.0,0.0,12.99,
40386-1,Brick Sketches,Batman,2020,115.0,0.0,16.99,
40391-1,Brick Sketches,First Order Stormtrooper,2020,151.0,0.0,16.99,
40408-1,Hidden Side,Drag Racer,2020,134.0,9.0,12.99,
40422-1,BrickHeadz,Frankenstein,2020,108.0,0.0,9.99,
40423-1,Seasonal,Halloween Hayride,2020,148.0,47.0,12.99,
40425-1,BrickHeadz,Nutcracker,2020,180.0,0.0,9.99,
40426-1,Seasonal,Christmas Wreath 2-in-1,2020,510.0,0.0,39.99,
40428-1,Brick Sketches,The Joker,2020,170.0,0.0,16.99,
40429-1,Promotional,LEGOLAND NINJAGO World,2020,440.0,17.0,39.99,
40431-1,Brick Sketches,BB-8,2020,171.0,0.0,16.99,
40436-1,BrickHeadz,Lucky Cat,2020,134.0,0.0,9.99,
41250-1,Trolls World Tour,Techno Reef Dance Party,2020,173.0,1.0,19.99,
41251-1,Trolls World Tour,Poppy's Pod,2020,103.0,9.0,19.99,
41252-1,Trolls World Tour,Poppy's Air Balloon Adventure,2020,250.0,2.0,29.99,
41253-1,Trolls World Tour,Lonesome Flats Raft Adventure,2020,159.0,6.0,29.99,
41254-1,Trolls World Tour,Volcano Rock City Concert,2020,387.0,19.0,39.99,
41255-1,Trolls World Tour,Pop Village Celebration,2020,380.0,12.0,49.99,
41256-1,Trolls World Tour,Rainbow Caterbus,2020,395.0,2.0,39.99,
41258-1,Trolls World Tour,Vibe City Concert,2020,494.0,22.0,59.99,
41900-1,Dots,Rainbow Bracelet,2020,33.0,0.0,4.99,
41901-1,Dots,Funky Animals Bracelet,2020,33.0,0.0,4.99,
41902-1,Dots,Sparkly Unicorn Bracelet,2020,33.0,0.0,4.99,
41903-1,Dots,Cosmic Wonder Bracelet,2020,33.0,0.0,4.99,
41904-1,Dots,Animal Picture Holders,2020,423.0,0.0,14.99,
41905-1,Dots,Rainbow Jewellery Stand,2020,213.0,0.0,14.99,
41906-1,Dots,Pineapple Pencil Holder,2020,351.0,0.0,19.99,
41907-1,Dots,Desk Organiser,2020,405.0,0.0,19.99,
41908-1,Dots,Extra DOTS - Series 1,2020,109.0,0.0,3.99,
41911-1,Dots,Go Team! Bracelet,2020,33.0,0.0,4.99,
41912-1,Dots,Love Birds Bracelet,2020,33.0,0.0,4.99,
41913-1,Dots,Bracelet Mega Pack,2020,300.0,0.0,24.99,
41914-1,Dots,Creative Picture Frames,2020,398.0,0.0,19.99,
41915-1,Dots,Jewellery Box,2020,374.0,0.0,19.99,
41916-1,Dots,Extra DOTS - Series 2,2020,109.0,0.0,3.99,
41917-1,Dots,Magic Forest Bracelet,2020,33.0,0.0,4.99,
41919-1,Dots,Power Bracelet,2020,33.0,0.0,4.99,
42101-1,Technic,Buggy,2020,117.0,0.0,12.99,
42102-1,Technic,Mini CLAAS XERION,2020,130.0,0.0,12.99,
42103-1,Technic,Dragster,2020,225.0,0.0,19.99,
42104-1,Technic,Race Truck,2020,227.0,0.0,19.99,
42105-1,Technic,Catamaran,2020,404.0,0.0,49.99,
42106-1,Technic,Stunt Show Truck & Bike,2020,610.0,0.0,49.99,
42107-1,Technic,Ducati Panigale V4 R,2020,646.0,0.0,79.99,
42108-1,Technic,Mobile Crane,2020,1292.0,0.0,99.99,
42109-1,Technic,App-Controlled Top Gear Rally Car,2020,463.0,0.0,129.99,
42111-1,Technic,Dom's Dodge Charger,2020,1077.0,0.0,119.99,
42112-1,Technic,Concrete Mixer Truck,2020,1163.0,0.0,119.99,
42113-1,Technic,Bell-Boeing V-22 Osprey,2020,1636.0,0.0,149.99,
42114-1,Technic,6x6 Volvo Articulated Hauler,2020,2193.0,0.0,249.99,
42115-1,Technic,Lamborghini Sián FKP 37,2020,3696.0,0.0,449.99,
43170-1,Disney,Moana's Ocean Adventure,2020,46.0,4.0,9.99,
43179-1,Disney,Mickey Mouse and Minnie Mouse Buildable Characters,2020,1739.0,0.0,179.99,
43180-1,Disney,Belle's Castle Winter Celebration,2020,238.0,8.0,49.99,
43183-1,Disney,Moana's Island Home,2020,202.0,4.0,29.99,
45026-1,Education,Tubes,2020,150.0,0.0,174.95,
45030-1,Education,People,2020,18.0,26.0,119.95,
45603-1,Education,Medium Angular Motor,2020,1.0,0.0,32.95,
45678-1,Education,SPIKE Prime Set,2020,528.0,7.0,399.95,
45680-1,Education,Expansion Set,2020,603.0,0.0,104.95,
51515-1,Mindstorms,Robot Inventor,2020,949.0,0.0,359.99,
60262-1,City,Passenger Airplane,2020,669.0,9.0,99.99,
60266-1,City,Ocean Exploration Ship,2020,745.0,8.0,149.99,
60271-1,City,Main Square,2020,1517.0,15.0,199.99,
70427-1,Hidden Side,Welcome to the Hidden Side,2020,189.0,31.0,19.99,
70428-1,Hidden Side,Jack's Beach Buggy,2020,170.0,46.0,19.99,
70429-1,Hidden Side,El Fuego's Stunt Plane,2020,295.0,43.0,29.99,
70430-1,Hidden Side,Newbury Subway,2020,348.0,49.0,29.99,
70431-1,Hidden Side,The Lighthouse of Darkness,2020,540.0,47.0,49.99,
70432-1,Hidden Side,Haunted Fairground,2020,466.0,35.0,49.99,
70434-1,Hidden Side,Supernatural Race Car,2020,244.0,47.0,29.99,
70435-1,Hidden Side,Newbury Abandoned Prison,2020,400.0,43.0,39.99,
70436-1,Hidden Side,Phantom Fire Truck 3000,2020,760.0,36.0,59.99,
71026-1,Collectable Minifigures,Mister Miracle,2020,10.0,1.0,4.99,
71026-2,Collectable Minifigures,Wonder Woman,2020,9.0,2.0,4.99,
71026-3,Collectable Minifigures,Aquaman,2020,8.0,3.0,4.99,
71026-4,Collectable Minifigures,Stargirl,2020,9.0,4.0,4.99,
71026-5,Collectable Minifigures,Sinestro,2020,10.0,5.0,4.99,
71026-6,Collectable Minifigures,Cheetah,2020,9.0,6.0,4.99,
71026-7,Collectable Minifigures,Superman,2020,9.0,7.0,4.99,
71026-8,Collectable Minifigures,Green Lantern,2020,9.0,8.0,4.99,
71026-9,Collectable Minifigures,Cyborg,2020,8.0,9.0,4.99,
71026-10,Collectable Minifigures,Batman,2020,10.0,10.0,4.99,
71026-11,Collectable Minifigures,Huntress,2020,10.0,11.0,4.99,
71026-12,Collectable Minifigures,Metamorpho,2020,7.0,12.0,4.99,
71026-13,Collectable Minifigures,Joker,2020,11.0,13.0,4.99,
71026-14,Collectable Minifigures,Bumblebee,2020,10.0,14.0,4.99,
71026-15,Collectable Minifigures,Flash,2020,10.0,15.0,4.99,
71026-16,Collectable Minifigures,Bat-Mite,2020,9.0,16.0,4.99,
71027-0,Collectable Minifigures,LEGO Minifigures - Series 20 {Random Bag},2020,0.0,0.0,4.99,
71028-0,Collectable Minifigures,LEGO Minifigures - Harry Potter Series 2 {Random bag},2020,0.0,0.0,4.99,
71028-1,Collectable Minifigures,Harry Potter,2020,9.0,23.0,4.99,
71028-2,Collectable Minifigures,Albus Dumbledore,2020,8.0,24.0,4.99,
71028-3,Collectable Minifigures,Hermione Granger,2020,7.0,25.0,4.99,
71028-4,Collectable Minifigures,Ron Weasley,2020,7.0,26.0,4.99,
71028-5,Collectable Minifigures,Luna Lovegood,2020,6.0,27.0,4.99,
71028-6,Collectable Minifigures,Griphook,2020,7.0,28.0,4.99,
71028-7,Collectable Minifigures,Lily Potter,2020,7.0,29.0,4.99,
71028-8,Collectable Minifigures,James Potter,2020,8.0,30.0,4.99,
71028-9,Collectable Minifigures,Ginny Weasley,2020,8.0,31.0,4.99,
71028-10,Collectable Minifigures,Fred Weasley,2020,6.0,32.0,4.99,
71028-11,Collectable Minifigures,George Weasley,2020,7.0,33.0,4.99,
71028-12,Collectable Minifigures,Bellatrix Lestrange,2020,8.0,34.0,4.99,
71028-13,Collectable Minifigures,Kingsley Shacklebolt,2020,8.0,35.0,4.99,
71028-14,Collectable Minifigures,Moaning Myrtle,2020,8.0,36.0,4.99,
71028-15,Collectable Minifigures,Professor Pomona Sprout,2020,9.0,37.0,4.99,
71028-16,Collectable Minifigures,Neville Longbottom,2020,9.0,38.0,4.99,
71028-17,Collectable Minifigures,LEGO Minifigures - Harry Potter Series 2 - Complete,2020,122.0,17.0,4.99,
71028-18,Collectable Minifigures,LEGO Minifigures - Harry Potter Series 2 - Sealed Box,2020,0.0,0.0,4.99,
71360-1,Super Mario,Adventures with Mario,2020,231.0,3.0,59.99,
71361-0,Super Mario,Character Pack Series 1 {Random bag},2020,0.0,0.0,4.99,
